Player,Banker,Result
"A♥️, K♥️, Q♥️","J♥️, 3♣️, 2♠️",B
"2♥️, A♠️, 3♠️","8♦️, 5♥️, 5♦️",B
"4♥️, 4♠️","10♥️, 4♠️",P
"A♠️, 8♥️","Q♣️, 8♦️",T
"J♦️, 8♣️","9♦️, 4♦️",P
"4♣️, 2♥️","2♥️, 5♠️",B
"3♦️, 9♠️, 3♣️","K♥️, J♦️, A♠️",P
"3♠️, 3♥️","A♠️, A♥️, 5♣️",B
"9♣️, 3♠️, A♦️","A♣️, K♠️, 3♦️",B
"A♠️, 8♣️","5♥️, 6♦️",P
"J♥️, 9♥️","K♠️, 3♦️",P
"4♠️, 9♥️, 9♣️","9♥️, 3♦️, 7♦️",B
"4♥️, K♣️, 6♥️","4♥️, 6♣️, 9♦️",B
"7♣️, 9♦️","2♠️, 5♥️",B
"7♦️, 3♠️, K♠️","8♣️, 2♦️, K♦️",T
"A♠️, 9♣️","A♣️, 8♠️",B
"4♣️, 6♠️, 9♣️","10♥️, J♠️, J♠️",P
"4♥️, 3♥️","8♥️, K♦️",B
"K♣️, 5♥️, 2♥️","7♣️, 9♣️",P
"Q♥️, K♥️, 6♠️","10♣️, 6♥️, 10♠️",T
"10♣️, 7♠️","J♠️, A♥️, A♣️",P
"Q♣️, 7♦️","2♦️, 6♠️",B
"6♦️, K♦️","2♠️, K♠️, Q♥️",P
"4♦️, 5♦️","K♦️, A♦️",P
"K♦️, 6♠️","10♥️, 10♣️, K♦️",P
"6♦️, 6♠️, Q♦️","K♦️, 4♠️",B
"4♦️, 6♠️","9♥️, 10♦️",B
"J♠️, Q♣️, 5♦️","4♣️, 3♦️",B
"10♦️, 5♣️, 7♣️","8♥️, 3♠️, K♠️",P
"6♠️, 2♥️","3♦️, 2♥️",P
"3♠️, 7♥️, 2♥️","3♥️, Q♣️, 2♣️",B
"7♠️, 10♥️","Q♥️, J♠️, 7♥️",T
"Q♣️, Q♦️, 10♣️","J♣️, Q♠️, 7♥️",B
"J♦️, 8♣️","7♠️, 2♠️",T
"Q♣️, 8♣️","9♥️, 8♣️",P
"K♥️, 9♦️","10♣️, K♠️",P
"6♠️, 2♣️","9♣️, Q♦️",T
"Q♣️, 9♠️","6♣️, 9♥️",P
"8♣️, K♠️","4♠️, K♣️",P
"2♦️, 5♦️","Q♦️, 3♦️, K♣️",P
"2♠️, Q♥️, K♥️","2♠️, K♦️, A♠️",B
"5♦️, 9♦️, 4♦️","J♦️, 5♠️, J♣️",P
"A♣️, 7♦️","7♥️, K♥️",P
"J♦️, 4♦️, J♥️","J♦️, 6♣️",B
"2♠️, Q♣️, 7♦️","7♥️, 8♦️, 5♣️",P
"2♣️, 6♣️","9♦️, 4♥️",P
"7♣️, 8♠️, 8♣️","10♥️, 6♦️",B
"5♣️, 10♠️, K♥️","2♣️, 4♠️",B
"9♠️, J♦️","5♣️, Q♦️",P
"8♠️, 5♥️","9♣️, K♠️",B
"7♠️, 2♥️","10♠️, 5♥️",P
"6♣️, K♠️","Q♦️, 8♥️",B
"7♥️, 10♥️","J♦️, 9♦️",B
"10♣️, 4♦️","J♠️, 9♣️",B
"8♣️, K♦️","2♣️, K♣️",P
"2♥️, K♣️","2♦️, 6♦️",B
"A♠️, J♠️, 6♦️","8♥️, 8♠️, Q♦️",P
"A♣️, 2♣️, 3♠️","4♥️, Q♠️, Q♣️",P
"J♠️, J♦️, 10♦️","6♥️, J♠️",B
"5♦️, Q♣️, 4♥️","A♦️, 4♣️, 7♥️",P
"10♣️, 10♠️, 6♠️","Q♥️, 2♦️, 3♥️",P
"J♦️, J♣️, 7♣️","7♥️, J♠️",T
"5♦️, 2♥️","8♣️, 5♠️, Q♥️",P
"A♦️, 9♥️, 3♦️","K♣️, 7♦️",B
"3♥️, 8♥️, 5♦️","4♦️, 8♦️, 5♦️",B
"8♥️, 3♦️, 10♠️","J♦️, 5♣️",B
"Q♦️, K♦️, Q♣️","8♥️, 4♥️, 6♣️",B
"4♠️, J♣️, J♣️","6♥️, A♠️",B
"A♣️, 8♥️","4♥️, 7♥️",P
"9♥️, 2♥️, 10♠️","3♥️, 4♠️",B
"10♥️, A♣️, K♠️","2♠️, 10♦️, 8♣️",P
"5♣️, 10♠️, Q♦️","3♠️, K♦️, 10♠️",P
"7♥️, 2♠️","K♥️, 3♠️",P
"5♣️, 9♠️, A♦️","J♦️, A♦️, J♥️",P
"6♣️, 8♣️, 3♦️","6♥️, 7♥️, 10♦️",P
"8♣️, 7♣️, K♥️","6♦️, A♥️",B
"K♦️, 3♣️, 2♣️","3♥️, 8♣️, K♠️",P
"8♦️, A♠️","4♣️, K♠️",P
"2♠️, 3♠️","3♥️, 6♦️",B
"10♣️, Q♣️, 5♥️","3♣️, 3♥️",B
"10♣️, 3♦️, 4♠️","9♥️, 3♦️, 8♥️",P
"Q♠️, J♣️, 2♥️","10♠️, A♥️, 4♦️",B
"8♥️, J♠️","10♥️, 10♠️",P
"9♦️, 5♦️, 6♥️","6♥️, 6♣️, 6♣️",B
"Q♥️, 3♠️, 7♦️","K♥️, A♥️, 8♥️",B
"Q♦️, 4♣️, 8♥️","2♠️, K♦️, A♥️",B
"4♠️, 7♥️, J♥️","9♥️, 3♦️, 6♠️",B
"10♦️, 7♥️","K♣️, K♦️, K♣️",P
"9♣️, 2♦️, 9♦️","3♦️, 7♦️, 8♥️",B
"2♣️, 7♥️","10♠️, 9♣️",T
"A♣️, 9♣️, 9♣️","4♣️, 8♣️, 6♣️",P
"3♦️, K♣️, J♣️","J♦️, A♦️, 6♣️",B
"7♥️, Q♠️","J♥️, K♣️, J♦️",P
"J♦️, Q♣️, 2♥️","5♣️, 2♠️",B
"6♥️, 10♦️","8♦️, 10♠️",B
"10♣️, A♠️, 8♦️","7♣️, 7♦️",P
"A♥️, 7♥️","J♦️, 10♦️",P
"9♦️, K♠️","J♥️, 9♦️",T
"6♠️, Q♣️","K♥️, A♥️, 4♠️",P
"6♥️, 2♣️","3♥️, 7♠️",P
"A♠️, 8♦️","6♠️, J♣️",P
"A♣️, J♦️, 2♦️","2♥️, 10♥️, 4♣️",B
"10♠️, 4♥️, J♦️","Q♦️, 6♠️",B
"7♦️, 6♣️, K♣️","2♥️, 8♣️, 7♦️",B
"10♣️, A♣️, 8♠️","5♦️, 10♣️",P
"5♦️, 5♠️, 10♣️","A♠️, 4♠️",B
"8♦️, 5♦️","J♠️, 9♦️",B
"4♦️, A♥️","2♣️, 6♥️",B
"J♠️, 3♠️, 2♠️","7♣️, J♠️",B
"6♣️, 7♠️","8♣️, A♥️",B
"A♥️, J♣️, Q♠️","6♠️, A♣️",B
"3♦️, 9♦️, Q♥️","3♦️, 3♦️",B
"2♠️, 5♠️","2♥️, 10♥️, 9♦️",P
"2♣️, 10♦️, 4♥️","Q♣️, K♦️, J♠️",P
"J♦️, 10♥️, 4♥️","9♠️, 7♥️",B
"6♣️, 4♥️, 5♦️","J♠️, Q♥️, 9♥️",B
"K♠️, A♠️, 4♠️","2♥️, K♣️, K♦️",P
"7♥️, A♦️","5♦️, 8♥️",P
"10♣️, 8♦️","6♣️, Q♣️",P
"2♥️, J♠️, Q♥️","K♠️, 3♣️, 4♣️",B
"10♥️, Q♠️, A♥️","A♥️, 3♥️",B
"7♥️, A♦️","9♠️, 7♣️",P
"6♥️, 6♣️, 6♦️","Q♥️, J♦️, 10♦️",P
"K♠️, 2♥️, 6♠️","Q♦️, 2♥️, 8♠️",P
"J♠️, 9♠️","5♥️, 5♣️",P
"6♦️, Q♦️","9♠️, 8♣️",B
"5♠️, 2♠️","6♣️, 8♦️, 5♦️",B
"K♥️, 8♥️","6♠️, 4♣️",P
"J♠️, 8♠️","K♠️, 5♠️",P
"K♥️, K♣️, 6♦️","10♠️, 3♥️, 4♠️",B
"Q♦️, 6♣️","3♠️, 6♥️",B
"J♣️, 5♣️","9♣️, J♠️",B
"10♦️, 8♣️","10♠️, A♦️",P
"8♦️, J♣️","A♥️, A♥️",P
"3♣️, J♣️, 4♠️","4♣️, 9♠️, 8♣️",P
"6♦️, 6♠️, 3♥️","4♦️, 2♥️",B
"K♥️, A♦️","J♠️, 9♦️",B
"K♦️, J♥️","9♥️, J♦️",B
"10♠️, J♦️, 3♠️","7♠️, K♣️",B
"J♥️, 4♦️, A♦️","7♥️, 7♣️",P
"K♣️, 6♦️","10♠️, A♦️, 8♣️",B
"2♣️, 5♣️","5♦️, 5♥️, 9♣️",B
"5♣️, 2♥️","6♥️, K♣️",P
"3♥️, 6♠️","5♦️, 4♦️",T
"Q♦️, K♥️, 4♠️","10♥️, 5♦️, 8♦️",P
"6♦️, 2♠️","5♦️, 8♥️",P
"10♦️, 3♣️, 4♦️","A♠️, 4♥️, A♦️",P
"5♦️, J♠️, 9♥️","2♦️, J♦️, A♠️",P
"5♠️, 10♣️, 9♣️","8♥️, 5♥️, J♦️",P
"6♠️, K♥️","5♣️, 7♥️, 9♦️",P
"A♦️, 4♥️, 7♠️","8♠️, 9♦️",B
"J♥️, 5♥️, J♣️","7♠️, 4♥️, A♥️",P
"10♥️, 4♠️, 8♦️","2♠️, 2♠️",B
"6♣️, 6♦️, 5♣️","7♣️, K♥️",T
"5♠️, K♥️","5♦️, 4♦️",B
"A♣️, 8♣️","10♣️, A♠️",P
"9♣️, 4♦️, 8♦️","4♣️, J♥️",B
"7♠️, 6♥️, 9♣️","6♠️, A♥️",B
"2♥️, 4♥️","7♣️, 9♦️",T
"5♥️, K♣️, 6♦️","5♦️, 10♦️, K♥️",B
"8♣️, 9♣️","10♥️, 3♦️, 7♦️",P
"9♠️, 10♠️","J♣️, 10♦️",P
"Q♥️, 3♠️, J♦️","5♠️, 10♣️",B
"2♥️, 4♣️","8♥️, 4♣️, 9♣️",P
"6♣️, A♥️","5♣️, 5♣️, 5♠️",P
"5♦️, 3♣️","4♣️, 4♥️",T
"7♠️, J♥️","3♥️, Q♠️, 9♥️",P
"2♠️, 8♥️","2♦️, 6♠️",B
"J♣️, J♦️, K♦️","3♦️, 3♥️",B
"A♣️, K♦️","9♣️, 10♣️",B
"J♦️, 9♠️","Q♦️, 5♣️",P
"6♥️, 7♥️, 6♣️","5♣️, 10♦️, J♠️",P
"10♣️, J♣️, 5♥️","2♥️, K♣️, 5♥️",B
"A♣️, Q♠️, J♣️","4♠️, 9♠️, J♠️",B
"5♣️, K♣️","7♠️, A♠️",B
"10♣️, A♥️","9♦️, 9♥️",B
"6♥️, 4♠️","9♣️, 10♠️",B
"9♥️, 9♣️","5♥️, J♣️",P
"A♣️, 8♥️","6♠️, 6♠️",P
"K♥️, 4♣️, J♦️","6♥️, 8♥️",T
"9♥️, 7♥️","A♥️, A♣️, 3♥️",P
"9♥️, K♠️","K♣️, 10♥️",P
"K♣️, 7♣️","K♥️, 4♣️, 5♠️",B
"Q♣️, 8♣️","5♠️, 2♥️",P
"6♥️, 9♥️, Q♦️","10♣️, 2♠️, 7♠️",B
"10♣️, J♠️, J♥️","J♣️, 4♣️",B
"7♥️, 6♥️","7♣️, A♣️",B
"6♦️, 3♠️","2♦️, 5♣️",P
"8♣️, 4♣️, 3♠️","Q♦️, A♥️, J♠️",P
"9♣️, 6♥️, 7♣️","3♥️, 10♦️, Q♦️",B
"4♠️, 2♠️","2♠️, A♣️, K♣️",P
"10♥️, 3♠️, A♣️","8♥️, 9♠️",B
"K♠️, A♥️","8♦️, K♦️",B
"8♠️, 9♣️","Q♣️, 6♥️",P
"4♠️, J♠️, 10♦️","8♥️, 2♣️, 10♦️",P
"Q♣️, A♣️, 2♠️","10♦️, 6♥️",B
"6♥️, 2♦️","3♣️, J♠️",P
"4♥️, A♥️, J♥️","K♠️, K♠️, 4♠️",P
"J♥️, 9♦️","8♣️, 10♣️",T
"J♦️, 10♣️, 4♣️","3♥️, 3♣️",B
"8♠️, 3♠️, 7♣️","6♣️, A♥️",P
"10♥️, 5♥️, 9♣️","J♣️, A♠️, Q♣️",P
"9♥️, 8♦️","3♠️, 3♠️",P
"Q♠️, 3♦️, J♣️","10♦️, 3♦️, J♣️",T
"8♣️, 10♣️","7♠️, K♠️",P
"7♦️, 7♥️, 10♠️","J♦️, 7♠️",B
"K♠️, J♦️, 7♠️","A♥️, 6♥️",T
"5♦️, A♠️","2♦️, 9♣️, 9♦️",P
"Q♠️, 9♠️","K♥️, 7♦️",P
"9♠️, Q♣️","J♠️, 8♠️",T
"10♦️, J♦️, 2♦️","10♠️, J♥️, 3♦️",B
"2♦️, Q♣️, 4♦️","6♦️, 4♦️, 5♦️",P
"9♣️, K♠️","K♣️, K♣️",P
"6♣️, K♣️","Q♦️, 5♠️, 7♥️",P
"7♠️, 9♥️","9♣️, 8♦️",B
"2♠️, 4♦️","Q♦️, 7♣️",B
"4♦️, Q♣️, J♠️","3♦️, 9♣️, 10♣️",P
"7♣️, 5♥️","4♠️, 5♣️",B
"10♥️, 2♥️, K♣️","8♦️, 2♠️, 10♦️",P
"J♥️, 3♦️","2♦️, 7♣️",B
"4♣️, 4♥️","8♦️, Q♥️",T
"Q♥️, K♠️, 2♥️","3♠️, 7♥️, 10♦️",P
"4♠️, 4♣️","9♦️, 8♦️",P
"6♦️, 9♠️, 4♣️","5♦️, J♣️, 7♣️",P
"6♠️, 8♥️, J♠️","3♥️, 3♦️",B
"10♥️, 4♣️, J♥️","7♦️, 8♠️",B
"K♦️, K♥️, 7♦️","2♣️, 5♥️",T
"K♦️, 6♣️","2♠️, 10♦️, 6♥️",B
"5♦️, J♥️, 10♥️","5♦️, 7♣️, A♠️",P
"9♣️, Q♥️","2♠️, 8♠️",P
"J♠️, 10♣️, Q♣️","8♥️, 2♣️, 4♣️",B
"8♠️, 2♥️, Q♥️","8♠️, 3♠️, K♥️",B
"7♦️, 7♦️, K♣️","4♣️, K♠️",T
"10♠️, K♦️, J♥️","A♣️, K♣️, K♥️",B
"5♣️, 6♦️, K♦️","J♠️, Q♥️, A♣️",T
"4♣️, 3♥️","Q♥️, J♥️, 10♣️",P
"10♠️, 3♦️, Q♠️","4♦️, A♥️",B
"10♠️, 8♦️","6♥️, K♥️",P
"10♣️, 6♥️","3♦️, 5♦️",B
"5♣️, Q♦️, A♣️","K♥️, 2♣️, 10♣️",P
"3♠️, 5♦️","10♥️, 9♣️",T
"J♣️, 10♥️, A♠️","7♦️, 10♠️",B
"6♠️, 2♥️","6♦️, 2♣️",T
"9♣️, 4♣️, 9♦️","5♥️, 6♥️, 7♥️",B
"7♦️, Q♣️","9♠️, 4♣️, 9♣️",P
"8♠️, A♠️","2♣️, A♦️",P
"2♣️, J♦️, A♦️","6♦️, 6♥️, 3♦️",B
"8♣️, 9♣️","J♣️, 6♦️",P
"8♣️, 8♥️","4♦️, 5♣️",B
"A♣️, 2♠️, Q♣️","7♥️, 10♦️",B
"A♠️, 5♠️","3♠️, A♦️, 7♥️",P
"9♣️, 4♠️, A♦️","Q♣️, 3♠️, 5♣️",B
"2♥️, J♣️","A♦️, 8♠️",B
"6♣️, 5♥️, J♣️","4♠️, 6♦️, K♥️",P
"7♦️, 6♦️, 8♥️","10♦️, 10♠️, 8♥️",B
"7♥️, 5♦️, A♥️","7♦️, 6♠️, K♦️",T
"10♦️, J♦️, 8♥️","3♥️, 4♦️",P
"K♣️, 9♥️","K♣️, K♠️",P
"4♠️, 8♠️, J♠️","5♣️, 9♠️",B
"8♣️, Q♣️","10♠️, 5♠️",P
"8♦️, K♦️","Q♥️, 6♠️",P
"5♠️, 9♥️, J♦️","6♣️, 5♥️, 9♠️",P
"Q♠️, 4♦️, 10♥️","3♦️, 9♣️, K♠️",P
"10♣️, 3♣️","5♣️, 3♠️",B
"6♠️, 3♦️","3♦️, J♦️",P
"K♥️, J♠️","8♣️, J♣️",B
"A♣️, Q♦️, 9♣️","5♠️, 10♥️",B
"6♣️, 2♥️","7♥️, 3♣️",P
"Q♦️, J♦️, 2♠️","7♣️, 10♦️",B
"8♣️, 5♣️, 8♥️","4♣️, 7♠️, 3♥️",B
"8♥️, Q♥️","3♣️, 7♦️",P
"8♦️, A♦️","4♠️, 9♥️",P
"2♣️, 9♦️","8♠️, 10♣️",B
"9♣️, 5♣️, A♥️","A♥️, 3♦️",P
"6♦️, 3♥️","Q♠️, 5♥️",P
"2♥️, 6♣️","4♦️, 8♣️",P
"3♠️, 2♥️, 10♣️","10♠️, 5♥️",T
"6♠️, 2♦️","A♦️, 4♦️",P
"8♣️, 5♠️, 6♣️","7♥️, K♠️",P
"J♥️, K♠️, A♥️","2♦️, Q♥️, Q♠️",B
"A♠️, 3♦️, 5♠️","10♥️, A♣️, 6♠️",P
"8♠️, A♣️","Q♣️, A♥️",P
"7♣️, Q♠️","Q♣️, 3♣️, J♥️",P
"7♣️, K♣️","Q♣️, 4♣️, 8♣️",P
"8♠️, 7♣️","5♣️, 3♠️",B
"7♦️, A♥️","K♦️, 6♦️",P
"7♥️, 2♥️","5♣️, 9♠️",P
"J♥️, 9♥️","A♠️, 3♠️",P
"Q♦️, 9♦️","K♦️, 9♦️",T
"7♣️, A♠️","3♣️, 10♦️",P
"J♠️, 6♦️","A♠️, Q♣️, J♣️",P
"A♦️, 2♥️, 7♣️","5♦️, 7♥️, Q♥️",B
"8♣️, 5♠️, 5♠️","K♣️, Q♥️, 2♦️",P
"K♦️, J♥️, Q♠️","9♠️, 7♣️",B
"4♣️, 9♣️, 5♣️","4♠️, 9♥️, 10♠️",P
"4♥️, 3♣️","5♠️, A♣️",P
"A♣️, 4♦️, 3♣️","4♦️, A♥️",P
"5♥️, 10♠️, 6♠️","J♠️, 7♠️",B
"7♠️, J♠️","2♣️, 10♠️, Q♥️",P
"2♠️, Q♣️","K♥️, 8♥️",B
"7♠️, 10♠️","8♦️, 9♦️",T
"6♦️, 3♦️","10♦️, 4♠️",P
"10♣️, Q♥️, 9♣️","J♣️, 6♠️",P
"8♦️, Q♣️","7♣️, 9♦️",P
"2♣️, J♦️, 7♠️","4♠️, 9♣️, 8♥️",P
"9♣️, 7♥️","A♥️, 5♦️",T
"8♣️, Q♥️","A♣️, 4♠️",P
"4♣️, 10♦️, 7♦️","9♠️, 4♦️, K♦️",B
"K♣️, 6♠️","A♣️, 2♦️, 10♠️",P
"5♠️, 5♥️","A♣️, 7♦️",B
"A♥️, J♠️, 4♣️","10♣️, 7♥️",B
"5♠️, 2♦️","3♠️, 5♠️",B
"A♣️, 4♥️, 8♠️","J♦️, 4♣️",B
"Q♠️, K♣️, J♦️","4♣️, 6♣️, 8♠️",B
"10♣️, 2♦️, 2♦️","9♥️, 4♠️, K♠️",P
"Q♦️, 5♦️, Q♣️","2♥️, 9♥️, K♦️",P
"Q♦️, 10♦️, J♠️","2♦️, J♠️, A♣️",B
"A♠️, 10♣️, 8♦️","8♦️, 8♥️",P
"A♠️, 10♠️, 7♣️","J♥️, 6♣️, 8♦️",P
"5♥️, Q♣️, 6♥️","A♠️, Q♦️, 8♣️",B
"6♠️, 9♠️, K♦️","A♣️, J♠️, J♥️",P
"8♠️, 8♣️","3♥️, Q♠️, 5♦️",B
"9♥️, 5♥️, Q♠️","K♣️, K♠️, K♥️",P
"8♦️, J♥️","Q♠️, J♠️",P
"2♣️, 9♥️, Q♥️","6♥️, 7♣️, 2♦️",B
"Q♦️, Q♦️, K♥️","5♥️, J♣️",B
"6♣️, 4♥️, 4♣️","5♥️, 8♥️, 8♥️",P
"7♦️, 4♠️, A♠️","7♣️, J♦️",B
"7♥️, 7♥️, A♥️","J♣️, A♥️, 6♠️",B
"4♠️, 2♦️","K♠️, J♠️, 9♥️",B
"8♦️, 4♥️","8♠️, A♣️",B
"2♦️, 5♦️","4♥️, 3♦️",T
"2♣️, 10♦️, 7♣️","Q♣️, 6♦️, 6♥️",P
"9♦️, 8♦️","6♠️, K♦️",P
"7♣️, 7♥️, 5♠️","K♣️, 6♣️",P
"6♣️, K♥️","5♥️, J♦️, 9♣️",P
"Q♠️, 4♣️","8♦️, Q♠️",B
"K♣️, 5♦️","10♠️, 8♥️",B
"6♠️, 5♠️, J♠️","10♦️, 6♥️",B
"9♠️, 9♠️","4♠️, 3♠️",P
"3♠️, 3♣️","J♣️, 8♠️",B
"A♠️, Q♠️, 8♣️","6♣️, A♦️",P
"2♣️, Q♦️, 4♦️","5♦️, J♣️, 7♠️",P
"3♥️, 10♥️, 7♥️","7♦️, 5♣️, 10♣️",B
"9♥️, 7♦️","3♠️, Q♣️, 5♦️",B
"J♣️, 10♣️","2♥️, 6♥️",B
"K♦️, Q♦️, 4♠️","7♣️, 6♥️, J♥️",P
"4♦️, J♦️, 7♦️","Q♥️, Q♠️, 8♦️",B
"Q♣️, Q♦️, A♦️","2♦️, K♣️, 9♦️",T
"10♣️, 9♥️","9♠️, 7♥️",P
"3♦️, 4♠️","A♦️, 8♠️",B
"A♠️, 8♦️","5♥️, K♦️",P
"5♠️, 3♦️","J♣️, K♦️",P
"8♠️, 3♥️","5♠️, 4♥️",B
"Q♠️, J♣️","8♦️, K♥️",B
"5♥️, Q♥️, 3♦️","7♦️, 4♠️, 8♦️",B
"7♥️, 3♥️, 6♦️","10♣️, 2♣️, 6♠️",B
"9♦️, K♦️","10♦️, 10♥️",P
"10♥️, J♦️, Q♦️","8♥️, 6♦️",B
"A♦️, 4♦️, 4♦️","9♥️, 2♦️, 3♣️",P
"A♦️, 7♣️","Q♣️, 4♠️",P
"9♦️, 8♦️","Q♥️, 4♣️, A♣️",P
"6♠️, A♥️","K♦️, 2♦️, 3♠️",P
"8♥️, 9♠️","10♦️, 3♦️, Q♦️",P
"4♣️, 8♠️, A♣️","A♣️, A♦️, 9♣️",P
"6♦️, 4♥️, 5♥️","4♥️, A♠️, 8♠️",P
"10♣️, 3♥️, 10♥️","7♣️, 10♣️",B
"K♥️, 7♦️","A♣️, K♠️, J♥️",P
"5♠️, 6♠️, 2♠️","J♦️, Q♦️, 4♥️",B
"10♣️, 7♠️","5♦️, 6♣️, 5♠️",P
"3♥️, K♥️, 7♦️","Q♣️, 3♦️, 4♦️",B
"A♣️, 6♣️","5♠️, K♠️, J♦️",P
"6♦️, J♣️","6♦️, 4♣️, K♥️",P
"8♥️, 8♣️","K♦️, K♠️, 2♦️",P
"9♣️, 10♣️","J♥️, Q♥️",P
"A♠️, J♥️","2♥️, 7♣️",B
"5♦️, 2♣️","6♦️, Q♥️",P
"Q♦️, 3♣️, J♣️","A♦️, K♣️, 5♦️",B
"Q♠️, 4♦️, 7♦️","7♣️, J♦️",B
"4♦️, 3♣️","5♦️, 2♠️",T
"10♣️, 8♣️","4♥️, 2♣️",P
"6♥️, A♣️","8♠️, 7♣️, 3♣️",B
"J♠️, 10♣️, J♣️","2♥️, 5♣️",B
"4♥️, 2♠️","K♠️, 8♦️",B
"3♣️, 3♦️","J♥️, 9♥️",B
"5♣️, 8♦️, K♠️","5♥️, 2♣️",B
"8♣️, 2♦️, A♦️","7♠️, 8♥️",B
"8♣️, K♣️","3♦️, K♠️",P
"5♥️, 7♦️","4♥️, 5♦️",B
"2♠️, 7♦️","K♠️, J♣️",P
"2♥️, 8♥️","3♠️, 6♥️",B
"8♥️, J♥️","A♣️, 6♣️",P
"J♦️, 9♦️","5♣️, 4♠️",T
"9♥️, 7♦️","K♣️, Q♣️, K♣️",P
"3♣️, 2♠️, Q♦️","A♠️, 9♦️, 10♦️",P
"5♣️, 3♣️","A♦️, 9♣️",P
"A♣️, A♦️, 3♣️","K♥️, 4♥️, 8♣️",P
"Q♣️, A♥️, 3♦️","Q♠️, A♥️, K♥️",P
"7♦️, 9♦️","Q♦️, 5♠️, Q♣️",P
"9♦️, 4♥️, 2♦️","8♠️, 4♥️, A♣️",P
"6♠️, J♣️","9♣️, 5♥️, 10♦️",P
"3♥️, A♣️, 6♠️","4♠️, 8♦️, 2♦️",B
"9♣️, J♣️","4♥️, 3♥️",P
"7♦️, 6♦️, 10♠️","7♣️, Q♦️",B
"4♠️, 8♥️, 10♥️","Q♥️, J♠️, 4♥️",B
"8♠️, 2♥️","J♠️, 9♦️",B
"5♠️, J♣️","8♦️, A♦️",B
"8♠️, 5♣️, 3♠️","3♥️, A♦️, Q♠️",P
"3♦️, 9♣️, 2♥️","7♠️, 4♥️, 5♣️",B
"6♣️, 10♥️","Q♥️, 6♦️",T
"8♣️, K♣️","2♦️, 4♣️",P
"J♣️, 4♦️","9♠️, Q♦️",B
"A♠️, 8♠️","7♥️, K♥️",P
"J♠️, 4♥️","3♥️, 5♥️",B
"6♣️, 3♦️","3♥️, 9♥️",P
"J♥️, 7♦️","A♠️, 6♥️",T
"3♦️, 6♣️","8♠️, 3♦️",P
"3♦️, J♥️, K♦️","4♣️, 6♥️, 2♣️",P
"K♥️, J♥️, 6♠️","Q♣️, 4♦️, Q♦️",P
"5♠️, 7♠️, Q♥️","2♦️, 5♣️",B
"6♠️, K♦️","K♦️, 2♣️, Q♣️",P
"A♥️, 3♠️, 10♦️","A♠️, 10♠️, J♥️",P
"6♠️, A♠️","6♥️, Q♠️",P
"9♣️, J♦️","2♦️, 8♠️",P
"4♦️, K♦️, 2♦️","5♣️, 8♦️, A♥️",P
"10♣️, 8♣️","J♣️, A♣️",P
"J♣️, A♠️, 7♣️","10♠️, 4♣️, A♠️",P
"7♠️, Q♦️","A♥️, Q♣️, 2♠️",P
"8♦️, 3♠️, A♦️","4♥️, Q♦️",B
"J♥️, 9♠️","3♠️, 6♦️",T
"8♠️, Q♦️","8♣️, 2♠️",P
"5♦️, 8♠️, 9♣️","6♦️, 4♦️, 7♠️",B
"J♦️, 7♦️","10♦️, 6♥️",P
"7♥️, 7♠️, 3♣️","5♣️, Q♦️, K♦️",P
"J♠️, A♥️, A♥️","4♣️, A♦️",B
"3♣️, K♦️, 6♠️","6♥️, 7♠️, 7♦️",P
"J♦️, 7♣️","5♣️, 4♠️",B
"10♠️, K♠️, 7♥️","2♦️, A♠️, J♥️",P
"J♦️, 9♦️","10♠️, 2♠️",P
"K♦️, 4♦️, 9♦️","8♠️, 5♣️, 2♦️",B
"5♥️, J♣️, 9♦️","10♠️, 5♣️",B
"6♦️, 2♣️","A♥️, 6♣️",P
"5♣️, 4♣️","K♥️, 10♠️",P
"3♣️, 3♦️","K♦️, 5♠️, 10♠️",P
"Q♦️, A♥️, 7♠️","6♥️, 9♥️, 3♠️",T
"8♣️, 2♣️, 8♥️","2♦️, Q♠️, 2♦️",P
"3♥️, 7♣️","J♦️, 8♥️",B
"7♥️, 3♠️","6♠️, 3♠️",B
"6♠️, 10♣️","2♠️, 10♦️, J♣️",P
"J♦️, 3♣️, J♥️","Q♦️, J♣️, 4♦️",B
"A♣️, 9♥️, 8♥️","9♠️, 5♣️",P
"J♥️, Q♣️, A♦️","3♠️, 8♥️, Q♠️",T
"Q♦️, 4♥️","9♣️, J♠️",B
"4♣️, A♥️, 9♣️","4♦️, 10♥️",T
"2♥️, 7♦️","J♣️, 5♠️",P
"3♥️, 8♠️","3♦️, 6♥️",B
"4♥️, 2♣️","5♠️, Q♥️, 4♠️",B
"4♣️, 8♥️, 9♠️","4♠️, 6♥️, 5♦️",B
"6♦️, 5♣️, 6♠️","2♣️, Q♦️, 6♦️",B
"2♦️, A♣️, 9♣️","5♠️, 10♥️",B
"5♦️, 8♠️, 5♠️","3♣️, A♦️, 4♥️",T
"7♠️, K♦️","10♥️, 9♣️",B
